productAsin,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,model,Provider,Color,Storage
B0BYLLR7QZ,"September 21, 2024",TRUE,5,‼️🚨 BEST RENEWED IPHONE,"Overall Review ⭐️⭐️⭐️⭐️⭐️ - This was a super easy, affordable and quick solution to buying a phone in a pinch. I ordered the product at 3pm on a Thursday and it was delivered at my door by Friday lunch time. -The product came in the normal Amazon box packing with paper to insure a safe travel. The phone itself is in amazing condition, works great and is infact unlocked. Product Condition 🔥 -This iPhone had NO scratches NO dents and came prepackaged in amazons official renewal packaging. The phone itself was even wrapped in a plastic film to protect it. -The touch screen works great and has no scratches. - The camera has no scratches and the picture quality is 10/10. -My speaker works great and is loud 📢 compared to my previous phone. -The phone even came with a charger. Cons -The phone did not come charged so I had to charge it when it arrived. -The product was not up to date so I had to play around with set up",https://www.amazon.com/gp/customer-reviews/R1KW3U9TTVUZZI/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BYLLR7QZ,Apple iPhone 14,Unlocked,Purple,128GB
B0BYLLR7QZ,"January 05, 2024",TRUE,5,Wonderful product and would recommend!,"I had an older android and was having a hard time deciding what, and when to get, a new phone. I love Android and I was really intrigued with the Google and Asus phones. I have had a galaxy since the beginning of smart phones it would seem. Well, looking at all options as well, the red iPhone caught my attention solely in color. I know IPhone is a good phone, for the most part, everyone I know seems to have iPhone or Galaxy. I have never owned an iPhone and they are much more expensive than the phones I was looking at. But the red iPhone, I just kept coming back to. I started looking into the differences, and then started looking into refurbished. I have also never purchased a refurbished phone. The price difference for a “Premium” or “excellent” condition iPhone, was significantly cheaper than buying brand new. I went back and forth on Amazon, with different sellers based on reviews, and ended up landing in the option where it is sold and shipped by Amazon themselves (which I thought was more likely to be exactly what is described in their product page). I will say the first try to purchase did not go through, so there were some issues with the monthly insurance plan for the phone. But the second time it did go through, and I was having to wait probably 4 days for it to get here. I was so excited, like a kid waiting for Christmas to get here. Finally the iPhone arrived, and in absolute perfect condition. I went with the “premium refurbished” option. The delivery was incredibly secure and the driver was extra helpful before they arrived so we could time it. I opened the box and there is not one scratch or thing that would tell you that this isn’t a brand new phone. It comes with a charger, block and the phone information on a leaflet (that would otherwise be in the original iPhone packaging). I did wait to activate it, until I had time to go into a physical carrier store, but I backed up everything before I did that in my old phone. It took maybe 5 minutes for the associate at my carrier store, to set the iPhone up and transfer everything I wanted from my galaxy and the service, to the iPhone. I was worried based on other reviews that it could possibly not be unlocked to all carriers, but it was. One of the main reasons I chose to buy the refurbished option from the sold by/ships by Amazon option, because I trusted the accuracy of the description more. ALL THAT SAID beautiful phone, looks brand new, works like it’s brand new, has 100% battery life out of the box and is very easy to get used to (even if you have had an android all your adult life). I definitely recommend this product and Amazon as the seller to ensure you get what you are looking for. I am SO happy with my purchase and when it comes time to get a new phone a few years from now, I will be starting here this time! The RED color is beautiful!!!",https://www.amazon.com/gp/customer-reviews/RGKIFMGROKYW2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BYLLR7QZ,Apple iPhone 14,Unlocked,Red,256GB
B0BYLLR7QZ,"February 08, 2024",TRUE,1,Brick Stolen Device,"If I could send negative stars I would. The phone looked great and it was a great deal;however the device was unable to be activated due to it being reported lost or stolen. This was for a teenager who had already been without a phone for 3days now having to return the device. The customer service representative had no idea what I was talking about. I’ve worked in the cell phone industry, when a phone especially an iPhone is reported lost or stolen you cannot activate the device ANYWHERE hence the name brick it’s basically as good as a brick. I was told nothing could be done about it while I just ship the phone back half to waive for my $700 to be refunded to me while my teenager is still waiting without a phone and I’m without money. I’ve also had all carriers and not one made me sit without a phone or a refund processed right away. To top it off I asked to speak to a supervisor and when I told the supervisor the phone was reported lost or stolen she called me a liar and told me that’s simply not true!! Amazon did not do its due diligence by inspecting the phone properly. There is a national database for lost/stolen phones if they did they job accurately and checked not one but both the IMEI’s since it only has an eSIM they would have caught that it was reported! But for an Amazon employee to call me a liar? Are you kidding me? Don’t buy a “renewed” device from Amazon or risk having a yourself $500-$700 brick losing out of money and being without a phone! Not even an adjustments credits nothing but being humiliated without money and no product.",https://www.amazon.com/gp/customer-reviews/R1IY403NFUOA5N/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BYLLR7QZ,Apple iPhone 14,Unlocked,Midnight,128GB
B0BYLLR7QZ,"October 22, 2024",TRUE,5,Excelente,"Compré el iPhone en reacondicionado premium y llegó en una caja nueva y con el 100% de batería,no tiene ni un solo raspón Excelente compra",null,Apple iPhone 14,Unlocked,Midnight,128GB
B0BYLLR7QZ,"August 30, 2024",TRUE,5,Excelente teléfono,Esta excelente y los recomiendo al 100%,null,Apple iPhone 14,Unlocked,Purple,256GB
B0BYLLR7QZ,"August 17, 2024",TRUE,5,Muy bien,Llego con el 100 de batería y muy bien cuidado . Sin rayaduras,null,Apple iPhone 14,Unlocked,Blue,128GB
B0BYLLR7QZ,"August 17, 2024",TRUE,5,Vale la pena el costo por la calidad,Funciona excelente,null,Apple iPhone 14,Unlocked,Starlight,128GB
B0BYLLR7QZ,"July 04, 2024",TRUE,5,"Excelente compra, muy satisfecho y recomendable.","El teléfono llegó a tiempo, la estética del celular es impecable, la batería llegó al 100%, llevo dos días probándolo y todo excelente, para compras desde México cabe mencionar que este producto (iPhone 14) no acepta SIM física. no trae ranura para tal, sin embargo, viene desbloqueado y fui a TELCEL a que me activaran una nueva SIM electrónica (ESIM) cosa que no llevó mucho tiempo, y el teléfono ya está funcionando al 100. Es la primera vez que adquiero un producto re acondicionado, en este caso PREMIUM, y con esta experiencia lo volvería a hacer sin duda.",null,Apple iPhone 14,Unlocked,Midnight,512GB
B0BGQKY8S9,"October 11, 2024",TRUE,5,Great phone!,"I’ve been using this phone for almost 3 months now, I have had absolutely zero issues with it so far. The phone came in perfect condition with no scratches, cracks, etc. The sound and camera quality of it is also absolutely perfect and the maximum battery capacity also came in at 100% and is still at that. The last phone I had received from Amazon had battery issues, it constantly restarted, came in with access glue around the screen, and ran slow, so I was pretty nervous ordering another phone off of here. But I am really glad I gave it another chance! I would definitely recommend!",https://www.amazon.com/gp/customer-reviews/R2KL68LU3A9JBZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"November 15, 2024",TRUE,5,Looks great,I bought my mom this iobone 13 as her iPhone 7 was going out & she needed to upgrade. Obviously she’s not into having the latest phones so we thought this was the best option. We got refurbished premium hoping we don’t need to return for whatever reason but making sure we are covered for at least a year. Looks great almost new. Has a very tiny scratch on the lower side of the front screen but nothing you can see right away. Came with 100% battery as you can see. Came with a charger that works just fine. Very well taken care of packaged well and all. Sound is good too and everything works fine so far. I will definitely buy again as the prices seem wayyyy more reasonable. I will update if anything changes.,https://www.amazon.com/gp/customer-reviews/R3ECP02NYVENGJ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"August 31, 2024",TRUE,5,Like a brand new iPhone,"So I was really pretty skeptical at first of buying a refurbished iPhone off of Amazon no less, but I was in desperate need of a new phone and Amazon partners with Affirm so I could finance, so I carefully read through the reviews and ultimately ordered the dark green iPhone 13 back in April and here I am in almost September and I can’t even tell you how happy and impressed I am with this phone!! Not a SINGLE scratch, dent, crack or any indication of cosmetic damage whatsoever, came with original charger and pamphlets, started up perfectly, transferred over my sd card and my phone service to this phone without a SINGLE hitch, works like brand new, camera quality is up to par, battery health is 100%, speakers and audio are perfect! So glad I went this route and bought a refurbished iPhone through Amazon and didn’t spend hundreds more at a phone store! If you’re on the fence, I definitely recommend!! I feel I should also mention real quick that only about a WEEK after I got the phone I dropped it the freaking TOILET and at first I was HORRIFIED, I of course majorly panicked and acted very quickly so it was only in water for a few seconds and I dried it off as thoroughly as physically possible (don’t use rice!) but I of course am so relieved to say that even after that incident the phone is still in perfect operating condition!",https://www.amazon.com/gp/customer-reviews/R3DJ5P20U9TFZU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Green,128GB
B0BGQKY8S9,"September 08, 2024",TRUE,5,Renewed premium excellent so far,"Just got my “renewed premium” iPhone 13 from Amazon and by all accounts it’s excellent and pristine — even the packaging was impressive. Honestly, it just seems like a brand-spanking new iPhone but $200 cheaper than the same refurbished iPhone from Apple. It looks flawless, and the battery is at 100% capacity that doesn’t always appear to always be the case with just “renewed” products. It was a bit of a risk, but with the backing of Amazon I decided to give it a shot and SO GLAD I did. Highly recommended!!! And I’ll report back if any eventual downsides, but I highly doubt it given what I’m seeing right now. Especially if you have kids, Amazon Renewed Premium is absolutely the way to go!!! But I’ll definitely do this again for my next iPhone upgrade if this holds up. I’m thrilled!!!",https://www.amazon.com/gp/customer-reviews/RTEBVBZCJWAG7/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"October 21, 2024",TRUE,4,"a good deal, amazon renewed premium iphone 13","looked good out of the box, battery life is good, easy transfer of backup. the e sim transfer did not go well, so i took the sim card out and put it into the 13. so far, all good. pleasantly surprised so far. stay tuned.",https://www.amazon.com/gp/customer-reviews/RLS6X1PQN2G54/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"November 07, 2024",TRUE,5,Works like new,"I have had no issues with this phone. Works like new. Looks new. Great sound quality, screen is in perfect condition. Great battery life. I have no complaints.",https://www.amazon.com/gp/customer-reviews/RFBLKO5D99U73/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Red,128GB
B0BGQKY8S9,"October 28, 2024",TRUE,5,Very good product,Got the green iPhone 13 with 128GB and just got it activated and came with 100% battery capacity and it works like a brand new phone and didn’t come with any scratches or anything. Also it got delivered on time and came with the charger but not the box which is fine bcz I have plenty. But definitely recommend 👍🏽,https://www.amazon.com/gp/customer-reviews/R2NHIIEID367KC/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Green,128GB
B0BGQKY8S9,"September 24, 2024",TRUE,5,100% Battery Capacity and iPhone was in perfect condition,"I am so happy with this purchase. The sound quality on the phone is immaculate. Absolutely no dust/buildup in the speakers. The phone is in like new condition, without ANY scratches or dings. It is beautiful. I have a case on it now to protect it and keep it in the pristine condition it came in. I have had this phone for approximately 4 days now and it has given me zero issues. I was able to put in my SIM card from my carrier, transfer all of my data from my old iPhone 11, and go. Seamless experience with using apps, surfing the web and making calls. Amazon renewed seems to be the way to go, THANK you!!! I love my new phone so much.",https://www.amazon.com/gp/customer-reviews/RRRAIOEXXRWID/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0BGQKY8S9,Apple iPhone 13,Unlocked,Pink,128GB
B0BGQKY8S9,"October 28, 2024",TRUE,5,LLegó nuevo 100% de batería y ¡todavía tiene garantía!,¿Qué puedo decir? El teléfono llegó con batería al 100% y garantía hasta junio 2025. Incluso pude redimir la prueba de 3 meses de apple news y apple fitness.,null,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"August 01, 2024",TRUE,5,Hasta el momento todo bien,"Llegó antes de tiempo, y en perfectas condiciones, ni un solo rayón, ni marcas de ningún tipo, como si literal fuera nuevo, hasta el momento ha funcionado bien todo, bocinas, altavoces y venía desbloqueado, la capacidad de la batería llegó con el 100. Espero así siga.",null,Apple iPhone 13,Unlocked,Red,128GB
B0BGQKY8S9,"April 11, 2024",TRUE,5,Muy bueno,"El teléfono llegó sin un solo raspón, estética al 100, batería al 95%",null,Apple iPhone 13,Unlocked,Blue,256GB
B0BGQKY8S9,"July 30, 2024",TRUE,5,Excelente,"Llego muy rápido, en perfectas condiciones, sin rayones, batería 99% de vida útil y por menos de la mitad de un iPhone nuevo Tenía un IPhone SE de segunda generación el cual en su momento compré nuevo, pero creo que el producto que vende Amazon Renew Premium es una mejor opción si quieres usar iPhone sin pagar lo que vale uno de última generación",null,Apple iPhone 13,Unlocked,Midnight,128GB
B0BGQKY8S9,"August 09, 2024",TRUE,5,Exelente llegó como lo esperaba y a buen precio,El celular llegó en exelente condiciones,null,Apple iPhone 13,Unlocked,Midnight,128GB
B0DK15MBHN,"November 14, 2024",TRUE,5,Perfect!,"I am very happy with this purchase! I hesitated but did not regret about this purchase! Phone condition is excellent, battery 100%, its unlocked, housing is perfect, everything looks working fine, only very tiny scratches on the display which are 100% will not be visible under screen protector. Also first activation date is in September 2024, I purchased it in November 2024.",https://www.amazon.com/gp/customer-reviews/R2ZQCF5UUNPJ14/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Natural Titanium,256GB
B0DK15MBHN,"November 04, 2024",TRUE,5,iPhone 15 pro max,"Looks brand new and works very well, holds charge for long, the price was very reasonable",https://www.amazon.com/gp/customer-reviews/RVUF0DU22RACK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Black Titanium,256GB
B0DK15MBHN,"October 22, 2024",TRUE,1,DO NOT BUY!!! BE WARE,"I’m incredibly frustrated with my experience purchasing the iPhone 15 Pro Max. I received what I thought was a brand-new device back in May 2024, but it turns out I was sold a refurbished phone that hasn’t even been paid off. Now, several months later, I’m dealing with an activation lock because the original buyer didn’t settle their account. The phone itself is impressive—great camera quality, smooth performance, and a sleek design. However, that’s overshadowed by the major issue of not being able to use it. I’ve reached out to customer service multiple times, but the resolution process has been frustratingly slow. In short, if you’re considering buying this phone, I strongly advise against it. You risk ending up with a locked device that you can’t use. Save yourself the hassle and look elsewhere!",https://www.amazon.com/gp/customer-reviews/R11LMUMQ8QPPHR/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,T-Mobile,White Titanium,256GB
B0DK15MBHN,"October 16, 2024",TRUE,5,Mint condition. Looks brand new,"Couldn’t be happier! Gorgeous phone. Unrecognizable that it was used. Battery health is 99%. According to phone info: Manufacture date: September 2023 First use: October 2023. Easy set up at home. No need to go into T-Mobile. So, so pleased! Thank you!",https://www.amazon.com/gp/customer-reviews/R37WWU6SM8213I/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Black Titanium,1TB
B0DK15MBHN,"November 11, 2024",TRUE,5,Great Phones,We purchased two phones and one day in couldn’t be happier. Phones are in excellent shape.,https://www.amazon.com/gp/customer-reviews/R3IM3GZO831RAQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,AT&T,Blue Titanium,256GB
B0DK15MBHN,"November 13, 2024",TRUE,5,En excelente condiciones,Este IPhone 15 pro Max está en excelente condición por lo que estoy muy satisfecho con mi compra,https://www.amazon.com/gp/customer-reviews/R2XND9EUJU9FIU/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Natural Titanium,256GB
B0DK15MBHN,"November 13, 2024",TRUE,4,Couldn’t be bothered to clean phone,"Phone was dirty with gunk around camera and ear hole. I was able to clean it, just annoying. Other than that phone works well so far.",https://www.amazon.com/gp/customer-reviews/R2MWQNEYWW72RY/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Blue Titanium,256GB
B0DK15MBHN,"November 17, 2024",TRUE,5,TRUSTABLE GREAT SELLER!,GREAT IPHONE 15 PRO MAX 98% BATTERY. NO PROBLEMS,https://www.amazon.com/gp/customer-reviews/R1OEFKK6MU9LXO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DK15MBHN,Apple iPhone 15 Pro Max,Unlocked,Black Titanium,256GB
B0DK15MBHN,"November 07, 2024",TRUE,1,Incorrect Storage and Poor Condition,"I was disappointed to receive a device with the wrong storage capacity; I ordered the 1 TB version but received only 512 GB. The product also had noticeable signs of wear, with scratches on the metal frame and a screen protector that was poorly installed and smudged. The overall condition did not meet my expectations for a quality device.",null,Apple iPhone 15 Pro Max,Unlocked,White Titanium,1TB
B0DK15MBHN,"November 02, 2024",TRUE,1,iPhone came with IMEI locked to Carrier and locked in a contract with Boost,"I can't believe this - I had to transfer my physical sim because it came WITHOUT a sim tray, only to find out I couldn't activate my dual sims because 1 IMEI is still locked to a US provider (Boost Mobile) and I'm in Canada. Upon calling Boost directly, they said the phone was still on a plan and they could not help me, or remove the lock on the IMEI. I now don't have a phone or phone number I can use when I return this to Amazon. I'm basically WITHOUT a phone. Thanks a bunch guys. I would have given you 1 star - if the phone was in bad condition, but it's good. Thanks for making this a most PAINFUL experience and suck all the joy out of receiving a new iPhone.",null,Apple iPhone 15 Pro Max,Unlocked,Blue Titanium,1TB
B0DK15MBHN,"October 07, 2024",TRUE,5,Love it!,"Phone came in pristine condition. No micro scratches. Came with a screen protector already added on, cable and brick. The cable is a generic one, which is to be expected when buying refurbished/renewed. Everything works in good order. Overall happy with my purchase.",null,Apple iPhone 15 Pro Max,Unlocked,Natural Titanium,256GB
B0DK15MBHN,"October 01, 2024",TRUE,3,Modèle US = mauvais réseau!,"Le téléphone est arrivé relativement en bon état, il était un peu grafigné coin supérieur droit lors de la réception. Il s'agit d'un modèle US, ce qui n'était pas mentionné lors de l'achat. Donc seulement des E-SIM possible (pas de fente pour une carte physique) et le téléphone n'est pas conçu pour nos réseaux d'ici, il est extrêmement lent pour naviguer sur internet, 6x plus lent que mon ancien iphone 11 pro max.",null,Apple iPhone 15 Pro Max,Unlocked,Black Titanium,256GB
B0DK15MBHN,"September 21, 2024",TRUE,3,Physical Condition Is Ok But Weird Stuff are Happening,"I’ve had this phone for a week now and to be honest it’s in a good condition and not an excellent one as the seller has stated. I’ll list the pros and cons below. Pros: 98% battery No scratches on screen Cons: Scratches and chips around camera rings and body. Phone is glitchy. My apple carplay freezes every time I connect it to my car and I’m experiencing multiple app crashes and sometimes the phone randomly mute all audio and I have to restart the phone. I also was on a video call yesterday and the phone randomly restarted which was really weird I did ask multiple of my friends that have this phone if they’re having these issues and they also said no, which makes me wonder if this is an hardware issue vs a software. I will give the phone a couple more weeks and if nothing changes I will have to return it.",null,Apple iPhone 15 Pro Max,Unlocked,Black Titanium,512GB
B0CRJS6CTQ,"July 06, 2024",TRUE,5,perfect upgrade from iphone 11,"beautiful phone, no damage or scratches anywhere on it. the only issue i had was setting up the esim, but after an hour on the phone with useless customer support (my phone carrier, not the seller or apple) i figured it out on my own. battery is in 100% health. i upgraded from my iphone 11 because i was having issues with not having enough storage (apps were not working, messages not sending, very slow and freezing randomly, resetting and sitting on a loading screen almost constantly) this is definitely the perfect upgrade for me, and i saved some money getting it refurbished. very worth it in my opinion. seems pretty durable and the camera is awesome. i was a little worried about delivery but this came on time as expected and came to the right place. i wish it would have came with the original cable, but no issue with the one it came with. great performance and no issues.",https://www.amazon.com/gp/customer-reviews/R2IH0Y85HEC4NT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Pink,128GB
B0CRJS6CTQ,"September 22, 2024",TRUE,5,perfect upgrade from iphone 11,"i was a bit skeptical upon ordering, but the phone arrived the next day. came in pristine condition! everything checks out, no scratches or cracks, battery health is amazing, camera quality is great. i definitely recommend buying a refurbished phone from amazon! no problems so far, was able to connect to my carrier in minutes.",https://www.amazon.com/gp/customer-reviews/R2ZY9X8R2R2UV9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Green,128GB
B0CRJS6CTQ,"October 17, 2024",TRUE,1,Avoid avoid,This phone is defective and I went to return it because I paid for the premium (365 return window) and the seller is now stating they want a 50% restocking fee because it doesn’t have the “original seal”. Absolute ripoff and would avoid this seller at all costs. Will be filing a formal complaint with Amazon as this is misleading and predatory behavior.,https://www.amazon.com/gp/customer-reviews/R2D4G46DUPF8ZS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Black,256GB
B0CRJS6CTQ,"November 01, 2024",TRUE,5,Refurbished iPhone.,"I was a little skeptical of a refurbished phone. I ordered a premium refurbished iPhone 15 and when it arrived, I was surprised that it was in such good condition. It was very easy to transfer everything from my old iPhone and so far it’s working great.",https://www.amazon.com/gp/customer-reviews/R22UO0NVEYOJTN/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Black,128GB
B0CRJS6CTQ,"August 04, 2024",TRUE,4,Great!,It looks great without scratch or punch. and it works great. If I recommend it,https://www.amazon.com/gp/customer-reviews/R3GPWM2FDB7B5O/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Green,128GB
B0CRJS6CTQ,"August 04, 2024",TRUE,5,Worth it!!,"Absolutely thrilled with the phone! This is the 3rd refurbished phone I’ve ever bought and by far the best one I’ve had, no dents no scratches I genuinely would have had no idea the phone was a refurb if I wasn’t the one who purchased it! Battery health is on 100% too!! The ONLY downside that kinda irritated me was that it didn’t come with a block. No big deal though. Initially I was on the fence because I’ve never purchased anything this pricey from Amazon but it was well worth it! I will say one thing that threw me off was the E-Sim, I went to take mine out of my old phone and realized pretty quick that this phone doesn’t need a physical sim. Set up was extremely easy and the color is so beautiful!",https://www.amazon.com/gp/customer-reviews/R2LYWTVKBOJPHA/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Green,256GB
B0CRJS6CTQ,"November 01, 2024",TRUE,5,Perfect,"It’s what I’m using to do this review 😉 great item, works as expected and better price than a new one. No issues, I’d buy again.",https://www.amazon.com/gp/customer-reviews/R8UD9KKRK9BRB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Pink,128GB
B0CRJS6CTQ,"October 18, 2024",TRUE,2,My first iPhone experience and I'm left wondering why people want these things.,"I've been an Android user since the beginning and before that I was a Palm Trio user. I always suspected Apple was overhyped. Now I'm convinced I was absolutely right. I really can't think of any redeeming qualities. Maybe there was a time when Apple was a superior product. But my 8 year old Samsung Galaxy 850 is every bit as good as the Apple i15. In fact, I think better in many regards. Apple seems to have gone out of their way to make it difficult if not impossible to personalize many aspects of the phone. I'm very disappointed.",https://www.amazon.com/gp/customer-reviews/R3Q5MB9LE2WVSG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0CRJS6CTQ,Apple iPhone 15,Unlocked,Black,256GB
B07ZZM8P2S,"October 06, 2024",TRUE,5,Excellent product!!,"I highly recommend this !Phone 11 pro max, I placed my order a few days ago and it arrived very quickly, you should also take into account that my order arrived well protected in the box which has its key and a charger, the product was in very good condition, it works perfectly!! Before you insert your SIM card, I recommend that you go to your company and activate it and that's it, your cell phone will work perfectly, highly recommended, I loved it!! ❤️",https://www.amazon.com/gp/customer-reviews/R5IGNSCGGBZYL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07ZZM8P2S,Apple iPhone 11 Pro Max,Unlocked,Gold,64GB
B07ZZM8P2S,"September 16, 2024",TRUE,5,iPhone 11 Pro Max delivers in 2024,"I was still using an iPhone 7, and was forced by my carrier (metroPCS) to upgrade to a 5G phone. I’m oldschool and don’t like not owning my own music and movies so I opted for a 512GB hard drive. The phone itself is an instant upgrade, no scratches, great battery (for now) at 82%. The transfer of all previous apps went seamlessly although I’m holding off on their Face ID. I enjoy seeing it automatically turn on when I reach for it, the durability and obviously the 3 lense standard is something that help me blend in with the normies.",https://www.amazon.com/gp/customer-reviews/R18IMOZSST8KUP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07ZZM8P2S,Apple iPhone 11 Pro Max,Unlocked,Green,512GB
